task_name,model,hf_subset,languages,main_score,map_at_1,map_at_10,map_at_100,map_at_1000,map_at_20,map_at_3,map_at_5,mrr_at_1,mrr_at_10,mrr_at_100,mrr_at_1000,mrr_at_20,mrr_at_3,mrr_at_5,nauc_map_at_1000_diff1,nauc_map_at_1000_max,nauc_map_at_1000_std,nauc_map_at_100_diff1,nauc_map_at_100_max,nauc_map_at_100_std,nauc_map_at_10_diff1,nauc_map_at_10_max,nauc_map_at_10_std,nauc_map_at_1_diff1,nauc_map_at_1_max,nauc_map_at_1_std,nauc_map_at_20_diff1,nauc_map_at_20_max,nauc_map_at_20_std,nauc_map_at_3_diff1,nauc_map_at_3_max,nauc_map_at_3_std,nauc_map_at_5_diff1,nauc_map_at_5_max,nauc_map_at_5_std,nauc_mrr_at_1000_diff1,nauc_mrr_at_1000_max,nauc_mrr_at_1000_std,nauc_mrr_at_100_diff1,nauc_mrr_at_100_max,nauc_mrr_at_100_std,nauc_mrr_at_10_diff1,nauc_mrr_at_10_max,nauc_mrr_at_10_std,nauc_mrr_at_1_diff1,nauc_mrr_at_1_max,nauc_mrr_at_1_std,nauc_mrr_at_20_diff1,nauc_mrr_at_20_max,nauc_mrr_at_20_std,nauc_mrr_at_3_diff1,nauc_mrr_at_3_max,nauc_mrr_at_3_std,nauc_mrr_at_5_diff1,nauc_mrr_at_5_max,nauc_mrr_at_5_std,nauc_ndcg_at_1000_diff1,nauc_ndcg_at_1000_max,nauc_ndcg_at_1000_std,nauc_ndcg_at_100_diff1,nauc_ndcg_at_100_max,nauc_ndcg_at_100_std,nauc_ndcg_at_10_diff1,nauc_ndcg_at_10_max,nauc_ndcg_at_10_std,nauc_ndcg_at_1_diff1,nauc_ndcg_at_1_max,nauc_ndcg_at_1_std,nauc_ndcg_at_20_diff1,nauc_ndcg_at_20_max,nauc_ndcg_at_20_std,nauc_ndcg_at_3_diff1,nauc_ndcg_at_3_max,nauc_ndcg_at_3_std,nauc_ndcg_at_5_diff1,nauc_ndcg_at_5_max,nauc_ndcg_at_5_std,nauc_precision_at_1000_diff1,nauc_precision_at_1000_max,nauc_precision_at_1000_std,nauc_precision_at_100_diff1,nauc_precision_at_100_max,nauc_precision_at_100_std,nauc_precision_at_10_diff1,nauc_precision_at_10_max,nauc_precision_at_10_std,nauc_precision_at_1_diff1,nauc_precision_at_1_max,nauc_precision_at_1_std,nauc_precision_at_20_diff1,nauc_precision_at_20_max,nauc_precision_at_20_std,nauc_precision_at_3_diff1,nauc_precision_at_3_max,nauc_precision_at_3_std,nauc_precision_at_5_diff1,nauc_precision_at_5_max,nauc_precision_at_5_std,nauc_recall_at_1000_diff1,nauc_recall_at_1000_max,nauc_recall_at_1000_std,nauc_recall_at_100_diff1,nauc_recall_at_100_max,nauc_recall_at_100_std,nauc_recall_at_10_diff1,nauc_recall_at_10_max,nauc_recall_at_10_std,nauc_recall_at_1_diff1,nauc_recall_at_1_max,nauc_recall_at_1_std,nauc_recall_at_20_diff1,nauc_recall_at_20_max,nauc_recall_at_20_std,nauc_recall_at_3_diff1,nauc_recall_at_3_max,nauc_recall_at_3_std,nauc_recall_at_5_diff1,nauc_recall_at_5_max,nauc_recall_at_5_std,ndcg_at_1,ndcg_at_10,ndcg_at_100,ndcg_at_1000,ndcg_at_20,ndcg_at_3,ndcg_at_5,precision_at_1,precision_at_10,precision_at_100,precision_at_1000,precision_at_20,precision_at_3,precision_at_5,recall_at_1,recall_at_10,recall_at_100,recall_at_1000,recall_at_20,recall_at_3,recall_at_5
PublicHealthQA,BAAI/bge-large-en-v1.5,english,eng-Latn,0.77611,0.62209,0.72821,0.73133,0.73138,0.73036,0.70736,0.72248,0.622093023255814,0.7282115171650054,0.73132654266298,0.7313819136485835,0.7303557927180937,0.7073643410852711,0.7224806201550386,0.7015299300779376,0.428126027760105,-0.029829329529402766,0.701603411565667,0.42815706385717167,-0.029959846639220925,0.7031451418191333,0.42907809759546034,-0.02801265996272379,0.7065901378853348,0.40674303378301235,-0.07680311300350744,0.70201375123178,0.428672941491533,-0.029036375585913286,0.7038519396421585,0.43261354266205365,-0.03651543065715652,0.6986519003828394,0.42346466551882,-0.024785922274828058,0.7015300003557444,0.42812791574973486,-0.029825929642034135,0.7016034815836406,0.428158951279554,-0.02995644715809777,0.7031451418191333,0.42907809759546034,-0.02801265996272379,0.7065901378853348,0.40674303378301235,-0.07680311300350744,0.70201375123178,0.428672941491533,-0.029036375585913286,0.7038519396421585,0.43261354266205365,-0.03651543065715652,0.6986519003828394,0.42346466551882,-0.024785922274828058,0.7018194738089232,0.4338077797832759,-0.01821346746221864,0.7032807335240711,0.434397721890618,-0.020868387719469885,0.709535336463317,0.44364299997836604,-0.0023015625924418886,0.7065901378853348,0.40674303378301235,-0.07680311300350744,0.7046630664130039,0.44089415345881827,-0.005679623857619741,0.7059181321121176,0.4460543327388237,-0.016690452222183273,0.6955721418816271,0.4281974898676738,0.00633461438066305,1.0,1.0,1.0,1.0,0.5541896983197167,-0.559968989151172,0.7827879889317034,0.5787612119657191,0.21425334571665455,0.7065901378853348,0.40674303378301235,-0.07680311300350744,0.7517131264602922,0.6079409909090835,0.2982324271051876,0.7156521891994826,0.501844976478544,0.06523295048878336,0.6773661770560927,0.45086928637704876,0.18637485967015388,,,,1.0,0.5541896983197382,-0.559968989151095,0.7827879889317033,0.5787612119657196,0.21425334571665516,0.7065901378853348,0.40674303378301235,-0.07680311300350744,0.7517131264602938,0.607940990909088,0.29823242710518877,0.7156521891994836,0.5018449764785445,0.06523295048878451,0.6773661770560939,0.45086928637704865,0.18637485967015557,0.62209,0.77611,0.79098,0.79184,0.78362,0.73477,0.76155,0.62209,0.09244,0.00994,0.001,0.04767,0.27132,0.17558,0.62209,0.92442,0.99419,1.0,0.95349,0.81395,0.87791
MedicalQARetrieval,BAAI/bge-large-en-v1.5,default,eng-Latn,0.70146,0.54102,0.65109,0.65558,0.65576,0.65408,0.62956,0.64272,0.54052734375,0.650848098028273,0.6553381163521923,0.6555193607341356,0.6538345129456055,0.6293131510416655,0.6424723307291662,0.5550958503477155,0.39959487474197175,-0.01709617617766253,0.5548654530278215,0.3997073478392751,-0.017088328201839646,0.5547884666980302,0.40102954439335997,-0.021167531010426528,0.610112908635381,0.3835417575687835,0.00687246542442682,0.554145571338322,0.3999781887855702,-0.018605986915516643,0.555466353575708,0.3944783274746818,-0.01364648149653256,0.5540895633828079,0.39668241246554287,-0.02246294401532234,0.5558227652264821,0.4018449619725687,-0.01623178220288249,0.5555919545261562,0.40195588945309024,-0.01622451305493837,0.5555035214639982,0.4032422022216395,-0.02031559503919673,0.611249141325791,0.386648583979016,0.008322771334999934,0.5548676832218628,0.40221238146887367,-0.017746716393453446,0.5561400685569404,0.3967731728387802,-0.012728070034286063,0.5547865082869821,0.39909868222067163,-0.021632440560106044,0.5420119413658546,0.40587810055477863,-0.016398829932060474,0.5342525971431156,0.4093781017872485,-0.013171665784977561,0.5318134704059297,0.41623676212401395,-0.03517894691775528,0.610112908635381,0.3835417575687835,0.00687246542442682,0.5288247377039035,0.4120852489549076,-0.025197154660541596,0.536058163837455,0.3996405747078205,-0.02030794125315795,0.5320888669765931,0.4045146334445035,-0.03755399458179886,0.4123991821055518,0.4830987027693956,0.6079078082152218,0.20413626120647452,0.5567668783300538,0.22157861849761099,0.3977606878196014,0.5139644523458551,-0.1179789650059638,0.610112908635381,0.3835417575687835,0.00687246542442682,0.32656262026600547,0.5094694403673387,-0.058173636113444754,0.4662920830421575,0.4187183514400406,-0.043998410787968546,0.4380583664892976,0.4396233048664185,-0.10459942054167759,0.4123991821055931,0.4830987027694391,0.6079078082152056,0.2041362612064779,0.5567668783300589,0.22157861849761679,0.39776068781960366,0.5139644523458569,-0.11797896500596039,0.610112908635381,0.3835417575687835,0.00687246542442682,0.32656262026600763,0.50946944036734,-0.05817363611344403,0.4662920830421569,0.41871835144004016,-0.04399841078796956,0.43805836648929836,0.43962330486641893,-0.10459942054167637,0.54102,0.70146,0.72288,0.72766,0.712,0.65778,0.6814,0.54102,0.08579,0.00958,0.001,0.04495,0.24642,0.15928,0.54102,0.85791,0.95752,0.99512,0.89893,0.73926,0.79639
TRECCOVID,BAAI/bge-large-en-v1.5,default,eng-Latn,0.64403,0.00186,0.01544,0.07994,0.19076,0.02611,0.00538,0.00877,0.68,0.8081666666666666,0.8081666666666666,0.8081666666666666,0.8081666666666666,0.7933333333333333,0.8023333333333332,-0.19543960083668557,0.4440916382721706,0.757875301487,-0.24971610452466267,0.5516300602413134,0.6073596753703763,-0.24681945618282347,0.3083698458480962,0.15293664434833001,-0.2485751398817132,0.18774556484812854,0.07313932016611631,-0.22969035714905453,0.4304613547089321,0.2819120331594067,-0.23300656162858274,0.25029228915658197,0.08066224547066558,-0.28194163960699764,0.2537317194998127,0.08912315087736203,-0.010440449299592891,0.41699975981779785,0.5176286259802381,-0.010440449299592891,0.41699975981779785,0.5176286259802381,-0.010440449299592891,0.41699975981779785,0.5176286259802381,-0.10054591942505736,0.4223619653099298,0.5029714601617022,-0.010440449299592891,0.41699975981779785,0.5176286259802381,0.024078809617794374,0.43437966602021755,0.5288413681843928,-0.015791336570637034,0.41974129259796383,0.5072712924354351,-0.24155644955804015,0.443046530204287,0.7225191886834359,-0.13316428803444194,0.45341995164856647,0.7432616871711458,-0.12376507427310636,0.4914959525792707,0.5756971618372656,-0.15341997700855814,0.4444533145995652,0.4962159918252647,-0.10466294820802448,0.514375127993528,0.6467185944577613,-0.11229813208177279,0.5393405695536893,0.5632566818734847,-0.19332025934175753,0.5116554550324113,0.5658247833166599,0.005101541574761932,0.22545466380689358,0.6313757551748771,-0.08622244740742571,0.4155547715518556,0.7541868646914949,-0.06075300237452149,0.43378454507642183,0.5590918902981575,-0.10054591942505736,0.4223619653099298,0.5029714601617022,-0.05185725819150676,0.5020108528565609,0.6580775296878872,-0.036802102977312456,0.5732184696268354,0.5778473055603182,-0.20749928740219017,0.4981472456945295,0.5630074386016529,-0.244122838743645,0.3798840339140066,0.6497083493340685,-0.3069086567567734,0.4716525991650803,0.4661488045146263,-0.24390710175790017,0.2420301384395442,0.06117147410258444,-0.2485751398817132,0.18774556484812854,0.07313932016611631,-0.2458462577008481,0.3356674895822328,0.15557089751879527,-0.2157366947283324,0.23718381406273625,0.04420903379420516,-0.3023928101334243,0.20554143520013618,0.017917928968405394,0.64,0.64403,0.47792,0.42963,0.60487,0.66788,0.66584,0.68,0.688,0.491,0.1891,0.635,0.70667,0.712,0.00186,0.01814,0.11681,0.40031,0.03266,0.0058,0.00986
NFCorpus,BAAI/bge-large-en-v1.5,default,eng-Latn,0.36877,0.06506,0.14365,0.18172,0.19705,0.16009,0.10478,0.122,0.47058823529411764,0.5636259767064722,0.5687066679312546,0.5690064246747977,0.5665971394800389,0.539731682146543,0.5549019607843139,0.2576706348214889,0.34946039674040147,0.1315756652417865,0.27386007385324396,0.34160658512610825,0.10103434561949731,0.32303228867106737,0.2926404962229742,-0.003296793382040143,0.4538038955617071,0.26470928277715633,-0.10511593957699392,0.2912338452993888,0.3093276099739204,0.04311800479595055,0.4009714986260223,0.2681850025976028,-0.08233473298266986,0.37906057735690485,0.275435353104197,-0.060751321436870585,0.26273725251713115,0.49139980678579165,0.27149022942506895,0.26290795466454847,0.49177089320324885,0.2718310630652812,0.2662272202192342,0.48940663457831907,0.27359067335681125,0.2741892795523609,0.46805344107706426,0.20409235482572408,0.2626245609836085,0.4919283028639975,0.2728663697294033,0.2642675318089717,0.4733566251289144,0.24311332152252113,0.26076977204785845,0.48289125089021745,0.2581632478512571,0.2301223893192565,0.49377848955853365,0.3215192651257074,0.2291649325663446,0.44746651481344435,0.25158668391862526,0.17993133295521413,0.40623028736927413,0.23977347575285607,0.2881005483008191,0.4472754118685783,0.1901928403849483,0.17977272991148036,0.39990575248310617,0.23491892494607128,0.20903386474001784,0.4230617065660056,0.21136886357967735,0.19868739492802626,0.4137701247273296,0.21713446059596897,-0.18139080333205682,0.057814137560959995,0.27084346106307333,-0.13551258407303782,0.2074060354826491,0.3788164985673396,-0.044352853042103596,0.3443285812941054,0.35147508326213317,0.2741892795523609,0.46805344107706426,0.20409235482572408,-0.09739108847404666,0.29232266172237625,0.3655951688021224,0.10881824009513202,0.3992288741557224,0.25937390979345554,0.05060095920015936,0.3753836633165192,0.29315516348334136,0.0761871195163416,0.24950201599089594,0.22455781092193855,0.1607384646051608,0.2916089248797611,0.13339265217650223,0.25719548154154814,0.21940963065079733,-0.005745888320472917,0.4538038955617071,0.26470928277715633,-0.10511593957699392,0.21496078207594793,0.2544654710060999,0.06673691026627705,0.3674368903777652,0.22531777046092186,-0.09174835716454156,0.3366903335751525,0.22173239035253253,-0.07003381169046129,0.45511,0.36877,0.34335,0.43154,0.34826,0.42085,0.39949,0.47059,0.27028,0.08554,0.02167,0.20449,0.39216,0.34365,0.06506,0.18969,0.35697,0.6669,0.23063,0.11619,0.14556
ArguAna,BAAI/bge-large-en-v1.5,default,eng-Latn,0.63566,0.40185,0.55664,0.56254,0.5626,0.56132,0.51743,0.54143,0.4096728307254623,0.5595382036171522,0.5653692867157285,0.5654213438772883,0.5641447603063635,0.5206258890469425,0.5443812233285934,0.13142519181284426,-0.040655932214219793,-0.09018896193459726,0.13139160015158505,-0.04067535128326739,-0.09010129033266194,0.1325693485437985,-0.036694474578791804,-0.08876255954575735,0.15154448740858995,-0.06276365488976718,-0.11412302541492982,0.1319652212345681,-0.03937683513877364,-0.08900470197796491,0.1318209050998568,-0.039457558231575936,-0.09235648161575229,0.12708300595233762,-0.0412810258177696,-0.09192041571200779,0.10777459205017524,-0.05579696797859184,-0.0898696063595107,0.10774518490783813,-0.05581370789911835,-0.08978198150597648,0.10947438434868928,-0.05170008403797167,-0.08858521324702238,0.1303020812487999,-0.07106132099561167,-0.1097879282566943,0.10842624927569029,-0.05444215261838427,-0.08868279130732275,0.10826005255043492,-0.053596923461519015,-0.09284915037033378,0.10504001932143028,-0.05544398770172758,-0.09183424288562667,0.12987807795135353,-0.03455135161095029,-0.08185334631658785,0.12908468562944755,-0.035241024188314686,-0.07918621057649755,0.13503105871513274,-0.015500708480252486,-0.07215011342958225,0.15154448740858995,-0.06276365488976718,-0.11412302541492982,0.13332721912468137,-0.024856113454836983,-0.07088490509697613,0.13051051784277737,-0.027039877883371283,-0.0838317490714506,0.12057192986897643,-0.030332959739033265,-0.08270253450697718,-0.1335463241797883,0.2813719829218545,0.7301410420608624,-0.04471597461966069,-0.042805623291942346,0.5168265592741101,0.16845178780978481,0.16351207182326002,0.06686668230061824,0.15154448740858995,-0.06276365488976718,-0.11412302541492982,0.18443807257776257,0.21476480980865376,0.2648469593130909,0.1281331838373908,0.01677742689394393,-0.054501615823760195,0.09247424594021544,0.017362498129511354,-0.042763965786078516,-0.13354632417983706,0.2813719829218014,0.7301410420608422,-0.04471597461964277,-0.04280562329196716,0.5168265592741064,0.16845178780978415,0.16351207182326108,0.06686668230061774,0.15154448740858995,-0.06276365488976718,-0.11412302541492982,0.1844380725777608,0.21476480980865326,0.26484695931308794,0.12813318383739103,0.01677742689394405,-0.05450161582376007,0.09247424594021648,0.017362498129512443,-0.042763965786078176,0.40185,0.63566,0.6597,0.66092,0.65201,0.55582,0.59883,0.40185,0.08848,0.00987,0.001,0.0474,0.22238,0.1542,0.40185,0.88478,0.9872,0.99644,0.94808,0.66714,0.77098
PublicHealthQA,abhinand/medical-bge-large-v0,english,eng-Latn,0.81282,0.6686,0.76876,0.77095,0.77098,0.77022,0.74903,0.76444,0.6686046511627907,0.768763842746401,0.7709454004357305,0.7709839034389647,0.7702241072880609,0.7490310077519379,0.764437984496124,0.634632159632567,0.41328114507514785,-0.1467624742824994,0.6346777736338891,0.41339511693956205,-0.14653971229669116,0.6357549023023811,0.4122463641238091,-0.14925787504361282,0.6629580188665533,0.36616001258965203,-0.17085706035675294,0.6345250655069357,0.4148964960930279,-0.14525280012482578,0.6321180726692893,0.40458347227555375,-0.15684921017390613,0.631973128821481,0.4147672765894286,-0.15640619964784006,0.634632159632567,0.41328114507514785,-0.1467624742824994,0.6346777736338891,0.41339511693956205,-0.14653971229669116,0.6357549023023811,0.4122463641238091,-0.14925787504361282,0.6629580188665533,0.36616001258965203,-0.17085706035675294,0.6345250655069357,0.4148964960930279,-0.14525280012482578,0.6321180726692893,0.40458347227555375,-0.15684921017390613,0.631973128821481,0.4147672765894286,-0.15640619964784006,0.6283266329457406,0.42212313501447957,-0.13601854682368236,0.629581555420031,0.4251306889075021,-0.13010615058485567,0.6271526852183543,0.42775055038563603,-0.13169930601696678,0.6629580188665533,0.36616001258965203,-0.17085706035675294,0.6222679981585663,0.43852331372463854,-0.1149818470868625,0.618792041777617,0.41092888257104876,-0.1523885940100446,0.6179374514902789,0.4334559222517066,-0.1510904063711001,1.0,1.0,1.0,0.8694497153700163,1.0,1.0,0.5445807590386004,0.5927742974984251,0.08119628559597526,0.6629580188665533,0.36616001258965203,-0.17085706035675294,0.42391604986974185,0.8537394024136503,0.47045073558596384,0.5606491614910768,0.4340846676138835,-0.1336296097331538,0.5179589482395849,0.5691074850397937,-0.11376345782914875,,,,0.8694497153700049,1.0,1.0,0.5445807590386018,0.5927742974984278,0.0811962855959711,0.6629580188665533,0.36616001258965203,-0.17085706035675294,0.42391604986974024,0.8537394024136519,0.4704507355859612,0.5606491614910766,0.4340846676138842,-0.13362960973315327,0.5179589482395843,0.5691074850397967,-0.1137634578291496,0.6686,0.81282,0.8229,0.82371,0.81754,0.77471,0.80297,0.6686,0.09477,0.00994,0.001,0.04826,0.28295,0.18372,0.6686,0.94767,0.99419,1.0,0.96512,0.84884,0.9186
MedicalQARetrieval,abhinand/medical-bge-large-v0,default,eng-Latn,0.74656,0.62256,0.70552,0.7098,0.70993,0.70817,0.68538,0.69798,0.6220703125,0.7052713061135903,0.7095515506821249,0.7096880528940385,0.7079290467479715,0.6851399739583317,0.6977376302083327,0.6644407305345016,0.45466387644800743,-0.05695551552975481,0.664352803264219,0.4547873601628911,-0.0571446185044237,0.6635128425779744,0.4561491813884108,-0.058742502789322255,0.7066131062205845,0.4490384811372468,-0.03600970795999625,0.663483786097644,0.4551262065311228,-0.05869554436097043,0.6654114546665391,0.4433956714086238,-0.04918587626586813,0.6622224784981984,0.45050681122412267,-0.05992086381790128,0.665078270772998,0.45603140583912394,-0.05456916178769534,0.6649900128758249,0.45615400067455536,-0.05475930568761439,0.6641375369120147,0.45748694648241095,-0.05639791800790925,0.7075957318048686,0.4509482514778205,-0.032041671742966106,0.6641146371687778,0.45647768725935906,-0.05632793854365633,0.6659966620507245,0.4448652287663575,-0.04674721027842004,0.66283173366031,0.451888535229271,-0.05776207119793692,0.655453713074907,0.4601209495388158,-0.06247029380490592,0.652498177876312,0.4638037965352165,-0.06620037489757766,0.6463150354853223,0.471131093103017,-0.07606365985990354,0.7066131062205845,0.4490384811372468,-0.03600970795999625,0.645546698417893,0.46783421449920987,-0.07656855983580678,0.6505517557049105,0.44170655285829535,-0.05547398061179109,0.6433423364957985,0.4552845445735975,-0.07739570746766794,0.26477152805165277,0.4787364427198774,0.39557564122792854,0.46261439545967575,0.6673258459071733,-0.2115853648867947,0.5477618519945896,0.5756664316585661,-0.1856718495383525,0.7066131062205845,0.4490384811372468,-0.03600970795999625,0.5034450872854908,0.5867661258588206,-0.23196572362711673,0.597857146741245,0.43585230375133743,-0.07837448755278857,0.56098841454036,0.47874873028255155,-0.1583409528112183,0.2647715280517932,0.4787364427199424,0.3955756412280642,0.46261439545967603,0.6673258459071729,-0.21158536488678345,0.5477618519945895,0.5756664316585683,-0.18567184953835064,0.7066131062205845,0.4490384811372468,-0.03600970795999625,0.5034450872854916,0.5867661258588196,-0.23196572362711645,0.5978571467412452,0.435852303751336,-0.07837448755278889,0.5609884145403613,0.47874873028255294,-0.15834095281121677,0.62256,0.74656,0.76733,0.77069,0.75597,0.70563,0.72845,0.62256,0.08755,0.00973,0.001,0.04561,0.25472,0.16396,0.62256,0.87549,0.97266,0.99854,0.91211,0.76416,0.81982
TRECCOVID,abhinand/medical-bge-large-v0,default,eng-Latn,0.73081,0.00219,0.01911,0.1091,0.25182,0.03382,0.00629,0.0101,0.84,0.9061904761904762,0.9061904761904762,0.9061904761904762,0.9061904761904762,0.9033333333333333,0.9033333333333333,-0.15502303058610334,0.36580528341381074,0.7986402726916159,-0.10102522035660574,0.37043187103359615,0.5432378199790068,-0.0636995415520897,0.23806606116194462,0.24636377499374426,-0.04310173385059572,0.20518852042528493,0.17302720062393173,-0.05498764226930007,0.2808133072498131,0.2626535244977962,-0.0012822630322851074,0.21938838547236553,0.17311514048687363,-0.030570531855833895,0.22348545111798573,0.19916639654476298,-0.21111506823566706,0.5756898999342128,0.7978774973165751,-0.21111506823566706,0.5756898999342128,0.7978774973165751,-0.21111506823566706,0.5756898999342128,0.7978774973165751,-0.22876779577810508,0.5239322533136966,0.7790868924889536,-0.21111506823566706,0.5756898999342128,0.7978774973165751,-0.20082888687539827,0.588761367831134,0.804104164569281,-0.20082888687539827,0.588761367831134,0.804104164569281,-0.20397288979042166,0.31630717592087904,0.7566612731946738,-0.17314450535562304,0.3417807880089646,0.7695954614899885,-0.10990195034032339,0.3436298610252576,0.6080014721829392,-0.24803786962847627,0.320150003073834,0.47818602840222085,-0.1244971067629079,0.36008661091579086,0.6232284180561913,-0.04924794747542635,0.2532215580579772,0.5156701750394563,-0.13442022286358837,0.25458190856741253,0.5617890614453941,-0.11116526736550011,0.24592649951828766,0.5870540721253876,-0.15706203623910264,0.3587430470839719,0.7810919855401733,-0.057679558011048626,0.4867157765500301,0.7028054020871692,-0.22876779577810508,0.5239322533136966,0.7790868924889536,-0.0919488899420366,0.4604522863427019,0.6410326516228594,0.09725137023981677,0.32710527924366806,0.547668045396198,-0.1180681504257902,0.31564913460729954,0.633580359609402,-0.21554009310680772,0.2349145215639045,0.6790057264634046,-0.12345572815785998,0.24242093384030752,0.39423695155008426,-0.06911928153698611,0.1894015980913564,0.15156051887415548,-0.04310173385059572,0.20518852042528493,0.17302720062393173,-0.051498381551697114,0.21746285301513718,0.14885113043425463,5.836824041689942e-06,0.17162317330163412,0.10171636495295734,-0.04362984416962016,0.17838881932212605,0.12884207728214228,0.73,0.73081,0.55931,0.50329,0.69612,0.74715,0.74779,0.84,0.784,0.5734,0.21876,0.738,0.82,0.8,0.00219,0.02129,0.1431,0.47223,0.03897,0.00666,0.0109
NFCorpus,abhinand/medical-bge-large-v0,default,eng-Latn,0.36811,0.06872,0.14383,0.18194,0.19708,0.16043,0.10688,0.12349,0.47987616099071206,0.5687908496732025,0.57388865515947,0.5742325360291443,0.5714324169974084,0.5469556243550053,0.5599587203302375,0.28463412397057086,0.3268621674199811,0.1829513858309267,0.29746145216240405,0.3193729774281668,0.15433150502997806,0.3461246817707882,0.2757164454989024,0.04796132456921866,0.46819242311749004,0.1901988804489384,-0.09340637001203574,0.3086595671687314,0.2932720024926304,0.10057038359616377,0.42274355567551125,0.2311375175557839,-0.03472136824313248,0.39567236783750875,0.2533283258667815,-0.006856662834490543,0.32666297281274903,0.48309204901509517,0.31393255247686286,0.326662990841532,0.4833495049468235,0.3143036356601704,0.3265685401547152,0.4807412505643116,0.31416493319216493,0.3469153312455051,0.4455483580235647,0.26243020966090375,0.32578488572583447,0.4838640156518078,0.315185224938195,0.3302248012215866,0.4762790471155686,0.2915327171992367,0.32812386912444397,0.4846716739378587,0.3110759194637569,0.2649477667145679,0.46322630862065545,0.35986426498096336,0.27052807438667104,0.40908233474516176,0.28584931065192787,0.20706130795640335,0.3883024597964462,0.2862641151160712,0.36922528801867993,0.41960667931203544,0.25012107459687966,0.2142670390353338,0.37587914587441507,0.2784475017594766,0.23903981216137693,0.41151065264311915,0.25350038040673917,0.22270098611455716,0.4129724168042218,0.27572548103795486,-0.14717265294661516,0.04586680114465735,0.24273554957014162,-0.10102124029416425,0.18577421843684574,0.35451024120876523,-0.04452803234073611,0.34810792196654794,0.39051065795648787,0.3469153312455051,0.4455483580235647,0.26243020966090375,-0.08809488906287634,0.28912492435660986,0.39720090660521923,0.10561372336756242,0.40265189473657553,0.2937762646529103,0.04239763964338396,0.39075773517816775,0.3469759990213651,0.09640305627323557,0.22056000611353344,0.25792162461462503,0.1965965256593792,0.24179174109810458,0.16489540698076605,0.2866093303522064,0.21512913906811662,0.031900506499490174,0.46819242311749004,0.1901988804489384,-0.09340637001203574,0.22369028881000738,0.22546580511641762,0.09082858234346955,0.3995861114463193,0.22119817662351346,-0.029489776628837023,0.35205414349599257,0.22538963250204988,-0.0019577039210242203,0.46749,0.36811,0.34068,0.43225,0.3456,0.41934,0.39832,0.47988,0.26997,0.08356,0.02165,0.20062,0.387,0.33994,0.06872,0.1822,0.35146,0.67572,0.22575,0.11486,0.14141
ArguAna,abhinand/medical-bge-large-v0,default,eng-Latn,0.63807,0.39829,0.55862,0.56458,0.56462,0.56348,0.51968,0.54582,0.4061166429587482,0.5616363543995138,0.5675242577566443,0.5675679133527795,0.5664308206266838,0.5225225225225235,0.5487671882408742,0.17866248109984434,-0.03996381231452509,-0.0566757984403135,0.17864645532999526,-0.039887519450941385,-0.05657859898790521,0.175193329734779,-0.041250475597287124,-0.05750083418339177,0.20499873457648002,-0.061255465777963605,-0.08495637173473457,0.17839095042183525,-0.039720537092694325,-0.05588222462526809,0.17903361185272698,-0.03778635951768943,-0.058162665500387394,0.17860994472247277,-0.03602376572310178,-0.05483729189251521,0.15561802816313905,-0.058428585163863234,-0.05799546895679368,0.15560545879423449,-0.058349558106969485,-0.05789811043638392,0.15250705240023027,-0.05915125445493336,-0.05892441738268328,0.1836867413597465,-0.07547926735029763,-0.0840241899914856,0.15543742025018537,-0.05811268978247285,-0.05719713637558524,0.15536069940805497,-0.05730469403823053,-0.059528144765093646,0.1563697085040569,-0.054077704774828386,-0.05627567807915209,0.17458294185973386,-0.03629456389228521,-0.04957944755507659,0.1738607851586221,-0.03469124813127638,-0.046708332356709896,0.16052724354258344,-0.04016423795011333,-0.04980327597201013,0.20499873457648002,-0.061255465777963605,-0.08495637173473457,0.1723105386396191,-0.03379200889185708,-0.04184773771319677,0.1719591408097118,-0.030669448827144417,-0.05106666037302412,0.16971344634271518,-0.026816409039905027,-0.04407004854090666,0.01637446050890112,0.31242936705324187,0.6279171280927037,-0.009249850161152198,0.3159632180353926,0.6508488571596621,0.04153818783974167,-0.04498087327615688,0.00450129802615995,0.20499873457648002,-0.061255465777963605,-0.08495637173473457,0.09858570358117992,0.06820933586160872,0.23451638106193812,0.1483530513213741,-0.006569659450657621,-0.02748823637209727,0.12894204159151676,0.01518580898257142,0.005256617210118555,0.01637446050887491,0.312429367053221,0.6279171280926418,-0.009249850161176769,0.3159632180353664,0.6508488571596659,0.041538187839741024,-0.04498087327615623,0.004501298026160823,0.20499873457648002,-0.061255465777963605,-0.08495637173473457,0.0985857035811839,0.06820933586160659,0.23451638106193712,0.14835305132137389,-0.006569659450657621,-0.027488236372097272,0.12894204159151687,0.015185808982571415,0.005256617210118216,0.39829,0.63807,0.66215,0.6631,0.65502,0.56004,0.60703,0.39829,0.08869,0.00989,0.001,0.04762,0.2257,0.15818,0.39829,0.88691,0.98933,0.99644,0.95235,0.6771,0.7909
